id;name;energia, laskennallinen (kJ);hiilihydraatti imeytyvä (g);rasva (g);proteiini (g);alkoholi (g);kuitu, kokonais- (g);orgaaniset hapot (g);sokerialkoholi (g);tärkkelys (g);sokerit (g);fruktoosi (g);galaktoosi (g);glukoosi (g);laktoosi (g);maltoosi (g);sakkaroosi (g);polysakkaridi, vesiliukoinen ei-selluloosa (g);kuitu veteen liukenematon (g);rasvahapot yhteensä (g);rasvahapot monityydyttymättömät (g);rasvahapot yksittäistyydyttymättömät cis (g);rasvahapot tyydyttyneet (g);rasvahapot trans (g);rasvahapot n-3 monityydyttymättömät (g);rasvahapot n-6 monityydyttymättömät (g);rasvahappo 18:2 cis,cis n-6 (linolihappo) (mg);rasvahappo 18:3 n-3 (alfalinoleenihappo) (mg);rasvahappo 20:5 n-3 (EPA) (mg);rasvahappo 22:6 n-3 (DHA) (mg);kolesteroli (GC) (mg);sterolit (mg);kalsium (mg);rauta (mg);jodidi (jodi) (µg);kalium (mg);magnesium (mg);natrium (mg);suola (mg);fosfori (mg);seleeni (µg);sinkki (mg);tryptofaani (mg);folaatti, kokonais- (µg);niasiiniekvivalentti NE (mg);niasiini (nikotiinihappo + nikotiiniamidi) (mg);pyridoksiini vitameerit (vetykloridi) (B6) (mg);riboflaviini (B2) (mg);tiamiini (B1) (mg);B12-vitamiini (kobalamiini) (µg);C-vitamiini (mg);A-vitamiini RAE (µg);karotenoidit (µg);D-vitamiini (µg);E-vitamiini alfatokoferoli (mg);K-vitamiini (µg)
32626;Ateriankorvike, karamellipatukka, naturdiet;1531;36.1;12.0;22.0;0;12.0;0.1;0;19.0;17.1;0.7;0;0.8;3.4;<0.1;12.2;0.3;0.9;10.2;1.0;3.1;6.1;<0.1;<0.1;0.9;875;96;0;0;8.3;44.2;374.0;13.0;123.0;882.0;85.0;360.0;917.3;499.0;49.0;7.2;246.5;108.0;19.1;15.0;0.95;1.00;0.61;0.7;24.0;464.0;17.7;2.8;8.2;2.07
35492;Ateriankorvike, keittojauhe, cambridge;1566;46.3;7.2;27.8;0;4.8;0.1;0;30.5;15.8;0.8;0;1.2;9.2;2.2;2.4;1.5;2.1;6.8;4.1;1.6;1.1;<0.1;0.5;3.6;3598;507;0;0;4.1;55.1;539.1;8.8;97.4;1666.7;298.9;1098.0;2797.7;724.3;37.0;6.6;317.9;123.5;15.3;10.0;1.09;0.90;0.70;1.9;49.4;493.9;5049.4;3.5;7.4;46.30
32648;Ateriankorvike, keittojauhe, nutrilett;1500;33.7;7.5;34.0;0;9.0;N/A;N/A;24.6;9.1;N/A;N/A;N/A;1.8;N/A;N/A;N/A;N/A;7.6;4.2;2.0;1.4;N/A;0.3;3.7;3700;300;N/A;N/A;N/A;N/A;560.0;11.6;120.4;1693.0;227.7;1480.0;3771.0;483.0;49.6;9.5;N/A;169.0;12.3;12.3;1.70;1.20;1.20;2.0;45.0;644.0;N/A;5.3;8.1;8.10
32630;Ateriankorvike, keittojauhe, parsa/kala/kana/sieni, easy diet;1473;23.5;6.6;45.0;0;8.0;N/A;N/A;5.1;18.4;N/A;N/A;N/A;17.7;N/A;N/A;N/A;N/A;5.0;1.2;2.0;1.8;N/A;0.4;0.8;775;400;N/A;N/A;N/A;N/A;973.5;14.8;98.5;2201.0;290.0;2060.0;5248.9;545.3;32.5;10.3;N/A;128.0;12.0;12.0;1.45;1.60;1.07;1.9;85.5;647.0;N/A;3.2;7.1;47.50
32644;Ateriankorvike, keittojauhe, parsakaali/basilika/couscous, allevo;1542;36.0;8.0;34.0;0;7.0;N/A;N/A;34.0;2.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4.5;2.0;N/A;2.5;N/A;0.4;2.5;2500;400;N/A;N/A;N/A;N/A;580.0;10.0;97.0;2200.0;230.0;1600.0;4076.8;520.0;35.0;10.0;N/A;190.0;12.0;12.0;1.40;1.10;0.90;1.9;39.0;650.0;N/A;3.0;6.5;45.00
32642;Ateriankorvike, keittojauhe, peruna/purjo, allevo;1764;42.0;7.5;37.0;0;18.0;N/A;N/A;20.0;22.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;1.5;2.0;N/A;1.5;N/A;0.2;1.8;1800;200;N/A;N/A;N/A;N/A;545.0;10.0;91.0;1900.0;212.0;1700.0;4331.6;485.0;33.0;9.0;N/A;182.0;11.0;11.0;1.30;1.40;0.80;1.8;36.0;606.0;N/A;3.0;6.0;42.00
32632;Ateriankorvike, keittojauhe, tomaatti/texmex/thai, easy diet;1382;14.3;7.3;47.0;0;8.7;N/A;N/A;9.0;5.3;N/A;N/A;N/A;0.1;N/A;N/A;N/A;N/A;6.9;1.6;2.6;2.7;N/A;0.5;1.1;1130;500;N/A;N/A;N/A;N/A;788.7;49.6;105.3;1765.0;280.3;1872.0;4769.9;328.3;34.7;10.3;N/A;140.0;12.8;12.8;1.50;1.20;1.00;2.1;44.3;837.0;N/A;3.5;7.9;49.30
32657;Ateriankorvike, keittojauhe, tuotekeskiarvo;1529;30.9;7.4;38.5;0;9.3;N/A;N/A;15.4;10.0;N/A;N/A;N/A;3.4;N/A;N/A;N/A;N/A;5.5;2.3;1.5;2.1;N/A;0.3;2.0;2029;350;N/A;N/A;N/A;N/A;680.9;18.1;102.6;1900.0;245.1;1801.7;4590.8;501.3;38.0;9.7;N/A;167.5;12.6;12.6;1.54;1.30;1.01;2.0;50.3;700.2;N/A;3.7;7.3;41.42
35493;Ateriankorvike, keittojauhe ja vesi, cambridge;278;8.2;1.3;4.9;0;0.9;<0.1;0;5.4;2.8;0.1;0;0.2;1.6;0.4;0.4;0.3;0.4;1.2;0.7;0.3;0.2;<0.1;<0.1;0.6;639;90;0;0;0.7;9.8;98.2;1.6;17.3;296.1;53.1;195.9;499.1;128.7;6.6;1.2;56.5;21.9;2.7;1.8;0.19;0.16;0.12;0.3;8.8;87.7;896.9;0.6;1.3;8.22
32658;Ateriankorvike, keittojauhe ja vesi, keskiarvo;210;4.2;1.0;5.3;0;1.3;0;0;2.1;1.4;0;0;0;0.5;0;0;0;0;0.7;0.3;0.2;0.3;0;<0.1;0.3;278;48;0;0;0;0;95.9;2.5;14.1;260.4;33.6;247.8;631.5;68.7;5.3;1.3;0;23.0;1.7;1.7;0.21;0.18;0.14;0.3;6.9;96.0;0;0.5;1.0;5.68
32649;Ateriankorvike, keittojauhe ja vesi, nutrilett;175;3.9;0.9;4.0;0;1.0;0;0;2.9;1.1;0;0;0;0.2;0;0;0;0;0.9;0.5;0.2;0.2;0;<0.1;0.4;431;35;0;0;0;0;68.0;1.4;14.0;197.4;26.6;173.5;442.0;56.3;5.8;1.1;0;19.7;1.4;1.4;0.20;0.14;0.14;0.2;5.2;75.1;0;0.6;0.9;0.94
32631;Ateriankorvike, keittojauhe ja vesi, parsa/kala/kana/sieni, easy diet;257;4.1;1.1;7.8;0;1.4;0;0;0.9;3.2;0;0;0;3.1;0;0;0;0;0.9;0.2;0.4;0.3;0;<0.1;0.1;135;70;0;0;0;0;172.0;2.6;17.2;383.4;50.5;359.6;916.3;95.0;5.7;1.8;0;22.3;2.1;2.1;0.25;0.28;0.19;0.3;14.9;112.7;0;0.6;1.2;8.27
32645;Ateriankorvike, keittojauhe ja vesi, parsakaali, basilika, couscous, allevo;180;4.2;0.9;4.0;0;0.8;0;0;4.0;0.2;0;0;0;0;0;0;0;0;0.5;0.2;0;0.3;0;<0.1;0.3;292;47;0;0;0;0;70.3;1.2;11.3;256.5;26.8;187.5;477.6;60.6;4.1;1.2;0;22.2;1.4;1.4;0.16;0.13;0.10;0.2;4.5;75.8;0;0.3;0.8;5.25
32643;Ateriankorvike, keittojauhe ja vesi, peruna/purjo, allevo;206;4.9;0.9;4.3;0;2.1;0;0;2.3;2.6;0;0;0;0;0;0;0;0;0.2;0.2;0;0.2;0;<0.1;0.2;210;23;0;0;0;0;66.2;1.2;10.6;221.6;24.7;199.1;507.4;56.6;3.9;1.0;0;21.2;1.3;1.3;0.15;0.16;0.09;0.2;4.2;70.7;0;0.3;0.7;4.90
32633;Ateriankorvike, keittojauhe ja vesi, tomaatti/texmex/thai, easy diet;223;2.3;1.2;7.6;0;1.4;0;0;1.4;0.9;0;0;0;<0.1;0;0;0;0;1.1;0.3;0.4;0.4;0;<0.1;0.2;183;81;0;0;0;0;130.0;8.0;17.0;285.2;45.3;303.3;772.9;53.0;5.6;1.7;0;22.6;2.1;2.1;0.24;0.19;0.16;0.3;7.2;135.2;0;0.6;1.3;7.97
32646;Ateriankorvike, low calorie juoma, allevo;271;7.0;2.0;4.0;0;1.2;N/A;N/A;N/A;7.0;N/A;N/A;N/A;3.5;N/A;N/A;N/A;N/A;1.9;0.9;0.7;0.3;N/A;0;0.9;900;N/A;N/A;N/A;N/A;N/A;100.0;1.5;14.0;150.0;15.0;100.0;254.8;190.0;5.0;0.9;N/A;18.0;1.6;1.6;0.20;0.20;0.10;0.1;5.5;73.0;N/A;0.6;0.9;N/A
32647;Ateriankorvike, low calorie patukka, allevo;1543;37.3;11.7;23.5;0;9.6;N/A;N/A;11.9;25.4;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;7.5;2.0;N/A;5.4;N/A;N/A;2.0;2050;N/A;N/A;N/A;N/A;N/A;363.3;11.3;72.2;865.0;86.0;333.0;848.5;586.7;30.3;6.2;N/A;100.0;9.1;9.1;0.77;0.82;0.58;0.7;23.3;363.3;N/A;2.5;5.3;N/A
32656;Ateriankorvike, patukka, tuotekeskiarvo;1596;39.6;11.6;23.0;0;10.8;0.1;0;15.0;24.3;5.2;0;3.3;4.2;0.1;11.5;0.3;0.8;9.8;1.1;3.2;5.5;<0.1;<0.1;1.0;1020;61;0;0;7.5;39.8;412.0;10.7;95.5;871.0;81.5;376.2;958.6;394.5;39.0;6.1;245.3;104.0;16.2;12.2;0.96;0.90;0.60;0.8;24.0;412.0;16.3;2.7;6.7;1.35
32638;Ateriankorvike, pirtelö, juomajauhe, allevo;1655;44.0;7.7;32.5;0;8.7;0;0;21.1;20.5;0;0;0.2;18.8;1.5;0;1.3;7.3;7.4;2.7;3.8;0.8;<0.1;0.7;2.0;1437;737;0;0;6.2;71.3;500.0;13.0;141.2;2000.0;290.0;941.9;2400.0;707.5;65.0;11.5;378.5;260.0;23.4;17.0;2.42;1.70;1.30;2.2;58.0;1000.0;7.5;4.9;9.7;90.00
32651;Ateriankorvike, pirtelö, juomajauhe, nutrilett;1678;42.0;7.6;35.1;0;10.9;0;0;11.8;28.8;28.0;0;0.3;<0.1;0.4;0;1.9;9.0;6.9;4.2;1.4;1.3;0;0.5;3.7;2850;480;0;0;0.3;63.5;600.0;11.0;114.0;1416.5;266.5;1216.7;3100.2;433.5;38.0;9.6;318.2;152.0;18.3;13.0;1.82;1.35;1.20;2.1;49.0;779.0;0.8;4.0;7.5;65.00
32659;Ateriankorvike, pirtelö, juomajauhe, tuotekeskiarvo;1666;43.0;7.6;33.8;0;9.8;0;0;16.5;24.7;14.0;0;0.3;9.4;0.9;0;1.6;8.2;7.1;3.4;2.6;1.1;<0.1;0.6;2.8;2143;609;0;0;3.3;67.4;550.0;12.0;127.6;1708.2;278.2;1079.3;2750.1;570.5;51.5;10.5;348.4;206.0;20.9;15.0;2.12;1.52;1.25;2.1;53.5;889.5;4.1;4.5;8.6;77.50
32639;Ateriankorvike, pirtelö, juomajauhe ja vesi, allevo;193;5.1;0.9;3.8;0;1.0;0;0;2.5;2.4;0;0;<0.1;2.2;0.2;0;0.1;0.9;0.9;0.3;0.4;<0.1;<0.1;<0.1;0.2;168;86;0;0;0.7;8.3;61.0;1.5;16.5;233.2;33.8;110.7;282.1;82.5;7.6;1.3;44.1;30.3;2.7;2.0;0.28;0.20;0.15;0.3;6.8;116.6;0.9;0.6;1.1;10.49
32660;Ateriankorvike, pirtelö, juomajauhe ja vesi, keskiarvo;194;5.0;0.9;3.9;0;1.1;0;0;1.9;2.9;1.6;0;<0.1;1.1;0.1;0;0.2;0.9;0.8;0.4;0.3;0.1;<0.1;<0.1;0.3;250;71;0;0;0.4;7.9;66.8;1.4;14.9;199.2;32.4;126.7;322.9;66.5;6.0;1.2;40.6;24.0;2.4;1.7;0.25;0.18;0.15;0.2;6.2;103.7;0.5;0.5;1.0;9.04
32652;Ateriankorvike, pirtelö, juomajauhe ja vesi, nutrilett;196;4.9;0.9;4.1;0;1.3;0;0;1.4;3.4;3.3;0;<0.1;<0.1;<0.1;0;0.2;1.1;0.8;0.5;0.2;0.2;0;<0.1;0.4;332;56;0;0;<0.1;7.4;72.6;1.3;13.3;165.2;31.1;142.8;363.8;50.5;4.5;1.1;37.1;17.7;2.1;1.5;0.21;0.16;0.14;0.2;5.7;90.8;<0.1;0.5;0.9;7.58
32667;Ateriankorvike, proteiinijuomajauhe, gnld, 49 % proteiinia;1692;34.1;7.4;49.0;0;4.5;0;0;0.5;30.4;24.0;0;0;6.4;0;0;0.9;2.6;6.1;4.4;0.9;0.7;<0.1;0.2;4.2;4200;224;0;0;6.1;61.5;551.8;4.4;18.0;1807.1;162.3;220.7;562.3;455.5;2.6;0.5;429.4;55.0;16.5;16.5;0.09;0.40;1.10;0.3;55.0;741.6;2.4;4.8;9.5;4.64
29975;Ateriankorvike, proteiinijuomajauhe, herbalife formula 1, 35 % proteiinia;1558;34.6;8.8;34.6;0;7.0;0;0;1.9;32.7;26.0;0;6.0;0.1;<0.1;<0.1;0.9;2.2;8.2;4.9;2.0;1.3;0;0.6;4.3;4353;593;0;0;1.2;64.8;155.9;5.3;2.9;1430.8;175.1;520.0;1325.0;424.6;1.4;0.4;304.4;56.9;5.0;0.5;0.05;0.01;0.08;0;0;0;14.2;0;0.8;11.77
32675;Ateriankorvike, proteiinijuomajauhe, nutrishake, gnld, 55 % proteiinia;1557;27.0;4.3;55.1;0;1.4;0;0;0;27.0;17.7;0;0;9.3;0;0;0.6;0.7;0.1;<0.1;<0.1;<0.1;0;0;<0.1;2;0;0;0;5.0;30.3;800.0;3.9;7.8;1710.0;146.4;286.2;729.2;388.3;1.6;0.1;369.8;45.4;4.2;0.5;0.10;0.27;0.06;0.3;0.6;1.7;0;0;0;0
32674;Ateriankorvike, proteiinijuoma maitoon, gnld;354;8.9;1.1;9.3;0;0.6;0.2;0;<0.1;8.4;3.3;0;0;5.1;0;0;0.1;0.4;0.9;0.6;0.1;0.2;<0.1;<0.1;0.6;576;31;0;0;1.7;8.4;179.9;0.6;14.3;385.1;32.5;68.2;173.7;140.0;2.7;0.4;98.4;11.2;3.0;2.3;0.05;0.21;0.18;0.4;8.6;102.1;3.2;1.5;1.3;0.77
30005;Ateriankorvike, proteiinijuoma maitoon, herbalife formula 1;275;7.7;0.9;6.0;0;0.7;0.2;0;0.2;7.5;2.4;0;0.6;4.5;<0.1;<0.1;<0.1;0.2;0.9;0.5;0.2;0.2;<0.1;<0.1;0.4;413;56;0;0;1.0;6.1;124.3;0.5;12.7;279.7;27.4;88.8;226.4;121.5;2.6;0.4;70.3;9.2;1.3;0.1;0.05;0.17;0.04;0.4;1.1;0.7;4.3;0.9;<0.1;1.25
32677;Ateriankorvike, proteiinijuoma maitoon, nutrishake, gnld;270;6.9;0.5;7.8;0;0.1;0.2;0;0;6.9;1.6;0;0;5.3;0;0;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;<0.1;3;<1;0;0;1.4;2.8;182.7;0.4;13.2;300.9;24.2;66.0;168.2;117.1;2.6;0.4;75.4;8.0;1.2;0.1;0.05;0.19;0.04;0.4;1.2;0.9;3.0;0.9;<0.1;0.14
35007;Ateriankorvike, proteiinipatukka, 30 % proteiinia, kuitua, soft bar;1196;3.6;8.1;33.1;0;34.0;<0.1;0;<0.1;3.5;<0.1;1.0;1.1;0.5;0;0.9;<0.1;0.2;7.8;1.4;3.7;2.6;0;0.3;1.1;1091;306;0;0;4.1;25.5;327.3;0.2;0.2;422.5;9.4;150.2;382.7;16.0;0.1;<0.1;542.6;1.2;0.2;<0.1;<0.01;0.01;<0.01;0;0.5;0.2;1.9;0;1.2;4.41
33403;Ateriankorvike, proteiinipatukka, 54 % proteiinia, maxim;1703;8.4;17.1;53.1;0;2.9;0;0;1.6;3.2;0;0;1.0;0.7;0.8;0.3;0.8;2.0;15.7;1.3;6.1;8.3;0;0.2;1.1;1103;205;0;0;6.0;52.2;492.2;2.2;0.4;1120.1;78.6;196.2;500.1;149.3;0.7;0.7;279.7;30.7;2.6;0.9;0.05;0.03;0.07;0;0;0.1;2.6;0;0.8;4.19
35497;Ateriankorvike, proteiinipatukka, cranberry crunch, cambridge;1784;42.9;12.3;27.7;0;4.5;0.2;9.0;15.5;27.4;1.9;0;2.5;7.3;<0.1;14.7;0.8;1.2;10.2;1.5;3.2;5.5;<0.1;<0.1;1.5;1470;48;0;0;3.4;60.8;544.6;9.8;94.3;1440.6;237.5;392.0;998.8;617.3;39.4;6.4;280.7;121.3;14.5;9.8;0.97;0.90;0.70;1.8;48.5;484.9;27.0;3.5;7.3;45.50
34992;Ateriankorvike, proteiinipatukka, keskiarvo, n. 20 % proteiinia;1582;47.2;10.2;22.2;0;2.9;<0.1;0;2.8;28.5;0;<0.1;4.5;9.4;3.5;11.0;0.1;2.8;9.1;1.9;4.2;3.0;<0.1;0.5;1.4;1374;488;0;0;7.2;43.2;566.6;0.6;27.1;727.2;32.2;227.1;578.7;195.3;3.8;0.9;240.1;11.2;1.9;0.2;0.08;0.38;0.07;0.4;0.8;16.4;10.5;<0.1;1.2;6.82
30665;Ateriankorvike, proteiinipatukka, keskiarvo, n. 30 % proteiinia;1698;47.7;10.5;27.4;0;4.0;<0.1;0;0;47.7;18.0;0;19.0;2.8;0;8.0;<0.1;0.2;9.1;0.3;2.7;5.7;0.4;<0.1;0.3;282;30;0;0;7.8;29.5;610.9;0.5;8.7;757.8;15.9;262.6;669.1;66.7;0.9;0.3;232.7;1.4;0.5;<0.1;0.02;0.10;0.01;0;0;20.8;10.0;0;0.3;2.62
35012;Ateriankorvike, proteiinipatukka, keskiarvo, n. 40 % proteiinia;1568;11.6;10.3;40.1;0;8.2;0;23.0;4.3;7.3;0;0;0;0.5;0;6.8;1.2;2.8;9.3;0.3;3.2;5.8;0;<0.1;0.2;221;37;0;0;7.8;28.0;654.9;2.1;0.6;1309.3;77.9;301.6;768.5;121.8;0.4;1.0;311.4;24.7;1.5;0.4;0.06;0.04;0.05;0;0;0.1;3.8;0;<0.1;1.66
35200;Ateriankorvike, proteiinivälipala, kaura pro;1616;24.6;10.0;42.0;0;14.0;<0.1;0;19.2;5.4;0.2;2.0;2.2;<0.1;<0.1;1.0;0.7;7.0;9.5;2.2;4.7;2.6;0;<0.1;2.0;2028;60;0;0;0;29.4;56.5;3.5;8.0;307.0;111.1;42.3;107.9;313.9;5.3;2.2;916.8;23.6;2.2;0.7;0.07;0.12;0.40;0;<0.1;<0.1;73.8;0;2.7;1.09
32619;Ateriankorvike, shake, valmisjuoma, naturdiet;211;5.0;1.0;4.3;0;2.0;N/A;N/A;1.0;4.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.8;0.5;N/A;0.3;N/A;N/A;0.5;500;N/A;N/A;N/A;N/A;N/A;118.0;1.5;15.0;150.0;27.0;85.0;216.6;90.0;5.0;1.2;N/A;22.0;1.8;1.8;N/A;0.20;0.10;0.3;6.0;80.0;N/A;0.5;1.0;7.00
32640;Ateriankorvike, smoothie, juomajauhe, allevo;1468;35.0;6.5;32.0;0;11.0;N/A;N/A;2.0;33.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;4.0;3.0;N/A;1.0;N/A;0.5;3.0;3000;500;N/A;N/A;N/A;N/A;580.0;10.0;97.0;2000.0;230.0;700.0;1783.6;520.0;35.0;10.0;N/A;190.0;12.0;12.0;1.40;1.10;0.90;1.9;39.0;650.0;N/A;3.0;6.5;45.00
32628;Ateriankorvike, smoothie, juomajauhe, easy diet;1420;23.0;5.2;43.0;0;13.0;N/A;N/A;N/A;19.5;N/A;N/A;N/A;0.1;N/A;N/A;N/A;N/A;5.0;2.5;0.9;1.7;N/A;0;2.4;2400;0;N/A;N/A;N/A;N/A;1195.0;13.0;139.0;1620.5;303.0;74.0;188.6;372.5;41.0;10.2;N/A;164.0;14.8;14.8;1.70;1.40;1.20;2.5;49.0;818.0;N/A;4.1;9.1;64.00
32636;Ateriankorvike, smoothie, juomajauhe, nutrifast;1546;37.2;6.9;36.0;0;5.7;N/A;N/A;18.9;18.2;N/A;N/A;N/A;0.1;N/A;N/A;N/A;N/A;6.5;2.8;1.8;2.0;N/A;0.3;2.6;2650;300;N/A;N/A;N/A;N/A;759.0;15.1;114.5;1593.1;259.1;831.5;2118.7;652.9;47.6;10.1;N/A;209.2;16.9;16.9;1.90;1.40;1.20;2.5;53.7;894.5;N/A;4.5;8.9;62.65
32661;Ateriankorvike, smoothie, juomajauhe, tuotekeskiarvo;1478;31.7;6.2;37.0;0;9.9;N/A;N/A;7.0;23.6;N/A;N/A;N/A;<0.1;N/A;N/A;N/A;N/A;5.2;2.7;0.9;1.6;N/A;0.3;2.7;2683;267;N/A;N/A;N/A;N/A;844.7;12.7;116.8;1737.8;264.1;535.1;1363.5;515.1;41.2;10.1;N/A;187.7;14.6;14.6;1.67;1.30;1.10;2.3;47.2;787.5;N/A;3.9;8.2;57.22
32641;Ateriankorvike, smoothie, juomajauhe ja vesi, allevo;162;3.9;0.7;3.5;0;1.2;0;0;0.2;3.6;0;0;0;0;0;0;0;0;0.4;0.3;0;0.1;0;<0.1;0.3;331;55;0;0;0;0;66.7;1.1;10.7;220.6;25.4;78.1;199.0;57.4;3.9;1.1;0;21.0;1.3;1.3;0.15;0.12;0.10;0.2;4.3;71.7;0;0.3;0.7;4.96
32629;Ateriankorvike, smoothie, juomajauhe ja vesi, easy diet;200;3.2;0.7;6.0;0;1.8;0;0;0;2.7;0;0;0;<0.1;0;0;0;0;0.7;0.3;0.1;0.2;0;0;0.3;338;0;0;0;0;0;170.6;1.8;19.6;227.9;42.6;11.3;28.7;52.4;5.8;1.4;0;23.1;2.1;2.1;0.24;0.20;0.17;0.3;6.9;115.0;0;0.6;1.3;9.00
32662;Ateriankorvike, smoothie, juomajauhe ja vesi, keskiarvo;185;4.0;0.8;4.6;0;1.2;0;0;0.9;3.0;0;0;0;<0.1;0;0;0;0;0.7;0.3;0.1;0.2;0;<0.1;0.3;337;33;0;0;0;0;108.6;1.6;14.7;218.0;33.1;68.0;173.2;64.6;5.2;1.3;0;23.6;1.8;1.8;0.21;0.16;0.14;0.3;5.9;98.8;0;0.5;1.0;7.18
32637;Ateriankorvike, smoothie, juomajauhe ja vesi, nutrifast;190;4.6;0.8;4.4;0;0.7;0;0;2.3;2.2;0;0;0;<0.1;0;0;0;0;0.8;0.3;0.2;0.2;0;<0.1;0.3;325;37;0;0;0;0;95.8;1.9;14.1;195.6;31.8;103.0;262.4;80.2;5.9;1.2;0;25.7;2.1;2.1;0.23;0.17;0.15;0.3;6.6;109.8;0;0.6;1.1;7.69
32622;Ateriankorvike, smoothie, valmisjuoma, naturdiet;282;9.5;1.0;4.0;0;2.0;N/A;N/A;0;9.5;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;0.3;N/A;N/A;0.3;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;N/A;95.0;1.5;12.0;150.0;14.0;52.0;132.5;90.0;5.0;0.9;N/A;18.0;1.6;1.6;0.14;0.15;0.10;0.3;19.0;64.0;N/A;0.5;3.2;N/A
34996;Ateriankorvike, soijaproteiinijauhe, n. 80 % proteiinia;1487;1.4;0.5;82.7;0;5.0;0;0;1.4;0;0;0;0;0;0;0;2.3;2.7;0;0;0;0;0;0;0;0;0;0;0;0;111.4;160.5;13.9;0;3780.0;468.0;45.1;114.9;1098.0;0.7;0;1300.0;158.4;13.8;1.3;0.11;0;0;0;0;0;0;0;0;0
35495;Ateriankorvike, spaghetti bolognese, jauhe, cambridge;1497;42.0;8.2;24.4;0;8.5;<0.1;0;28.5;13.5;0.8;<0.1;0.5;0;0;12.3;3.1;4.2;7.6;4.7;1.8;1.2;0;0.6;4.1;4056;609;0;0;0.2;86.2;737.2;10.6;106.8;2227.9;218.3;1020.0;2599.0;584.7;39.3;6.2;324.8;115.0;14.7;9.3;0.97;0.80;0.60;1.5;63.8;534.5;153.1;3.3;7.1;44.00
35496;Ateriankorvike, spaghetti bolognese ja vesi, cambridge;253;7.1;1.4;4.1;0;1.4;<0.1;0;4.8;2.3;0.1;<0.1;<0.1;0;0;2.1;0.5;0.7;1.3;0.8;0.3;0.2;0;0.1;0.7;685;103;0;0;<0.1;14.6;127.6;1.8;18.1;376.4;36.9;173.3;441.7;98.8;6.7;1.0;54.9;19.4;2.5;1.6;0.16;0.14;0.10;0.2;10.8;90.3;25.9;0.6;1.2;7.43
32625;Ateriankorvike, suklaapatukka, naturdiet;1661;43.0;11.2;24.0;0;9.7;0.1;0;11.0;31.5;9.8;0;5.8;4.9;0.2;10.8;0.3;0.8;9.4;1.2;3.3;4.9;<0.1;<0.1;1.2;1166;26;0;0;6.8;35.3;450.0;8.3;68.0;860.0;78.0;392.5;1000.0;290.0;29.0;5.0;244.1;100.0;13.4;9.3;0.97;0.80;0.60;0.8;24.0;360.0;14.9;2.6;5.2;0.62
34565;Ateriasalaatti, bataatti-fetajuustosalaatti, öljykastike;487;11.0;5.5;4.2;0;2.5;0.4;0;8.6;2.5;0.5;<0.1;0.6;0.2;<0.1;1.2;0.8;1.5;5.2;1.1;2.4;1.5;<0.1;0.3;0.8;791;274;0;0;5.5;40.0;68.2;1.0;7.7;269.2;26.7;232.1;591.4;93.4;3.8;0.9;65.8;52.3;1.5;0.4;0.14;0.08;0.06;0.1;3.1;272.9;3624.3;<0.1;0.7;20.47
7518;Ateriasalaatti, broilerisalaatti, kasvispitoinen, ei kastiketta;292;2.4;2.9;8.0;0;0.8;0.2;0;0.4;2.0;0.8;0;1.1;0;<0.1;<0.1;0.3;0.4;2.7;0.8;1.4;0.4;<0.1;0.3;0.6;559;242;5;4;18.8;20.5;24.1;0.5;2.6;316.6;19.3;166.7;424.8;74.4;8.1;0.4;84.9;30.6;4.4;3.0;0.28;0.10;0.08;0.3;30.8;63.4;2332.7;<0.1;1.2;46.87
33853;Ateriasalaatti, broilersalaattiateria, saarioinen;671;18.3;6.6;6.3;0;0.9;0.2;0;12.3;6.0;0.4;0;0.5;1.3;<0.1;3.7;0.2;0.6;6.2;2.0;3.5;0.7;<0.1;0.6;1.4;1398;572;4;12;39.5;45.3;48.4;0.9;16.3;139.3;15.4;532.1;1355.7;85.4;6.2;0.6;73.3;12.8;1.7;1.3;0.11;0.10;0.05;0.3;1.2;25.5;124.7;0.2;1.3;15.59
30167;Ateriasalaatti, caesarsalaatti, broileri, juusto, caesarkastike, krutonki;942;8.3;16.4;11.0;0;0.8;<0.1;0;7.5;0.7;0.2;<0.1;0.2;<0.1;<0.1;0.2;0.2;0.6;15.6;4.4;7.7;3.4;<0.1;1.2;3.1;3106;1156;15;29;37.3;79.7;99.5;0.6;18.6;273.4;22.1;308.5;786.1;125.3;11.6;0.8;118.8;29.6;3.9;2.5;0.19;0.12;0.05;0.6;2.9;46.2;160.1;0.3;3.2;35.14
34702;Ateriasalaatti, caesarsalaatti, juusto, caesarkastike, krutonki;1017;10.9;19.4;6.2;0;1.1;0.1;0;9.9;1.0;0.3;0;0.2;<0.1;0.1;0.3;0.3;0.8;18.5;5.2;9.2;4.0;0.1;1.5;3.7;3698;1403;15;33;27.6;97.5;127.6;0.7;12.2;218.5;19.2;234.6;597.7;105.0;6.4;0.8;68.6;34.6;1.7;0.4;0.06;0.10;0.04;0.5;3.8;51.8;208.7;0.2;3.6;39.17
